id,pagename,spotkey,categoryid,articletitle,articlecaption,lastmodified,metatag_title,metatag_description,lastmodby,articlebody,metatag_keywords,custom_metatags_override
"115","one-page-checkout.asp","one_page_checkout_below_place_order","1","","","3/22/2015 7:25:00 PM","","","45","<script src=""/v/vspfiles/templates/OransBL2/js/custom_cart_checkout.js"" type=""text/javascript""></script>
<div class=""cart_benefits_wrapper"">
	<ul class=""cart_benefits"">
		<li class=""cart_benefits_first"">
		<strong>Most Orders Ship the Same Day</strong>
		<p>
			We ship most orders the same day. Erik air purifiers ship within 1 -2 business days.
		</p>
		</li>
		<li class=""cart_benefits_second"">
		<strong>Free Shipping on all Orders</strong>
		<p>
			Everyone likes free shipping.  Yeah for free shipping!
		</p>
		</li>
		<li class=""cart_benefits_last"">
		<strong>Your Privacy Matters</strong>
		<p>
			We will never share your email or personal information.  Ever.
		</p>
		</li>
	</ul>
</div>

<div class=""checkout_seals_wrapper"">
<a id=""checkout_bbb"" target=""_blank"" title=""Click for the Business Review of Oransi LLC, an Air Purifying &amp; Cleaning Systems &amp; Equipment in Austin TX"" href=""http://www.bbb.org/central-texas/business-reviews/air-purifying-and-cleaning-systems-and-equipment/oransi-in-austin-tx-90118205#sealclick""><img alt=""Click for the BBB Business Review of this Air Purifying &amp; Cleaning Systems &amp; Equipment in Austin TX"" style=""border: 0;"" src=""/v/vspfiles/templates/OransBL2/images/Cart/checkout_bbb_logo.png"" /></a>

    <a href=""javascript:void(0);"" onclick=""window.open('https://www.volusion.com/ssl.asp?url=www.oransi.com', 'VolusionSSL', 'top=10,left=10,menubar=0,resizable=0,scrollbars=0,width=467,height=467')"" id=""checkout_volusion""><img src=""/v/vspfiles/templates/OransBL2/images/Cart/checkout_volusion_payment.png"" alt=""Volusion Secure Site"" title=""Volusion Secure Site""/></a>

<img class=""checkout_payment_secure"" src=""/v/vspfiles/templates/OransBL2/images/template/cart-secure.jpg"" alt=""100% Secure Checkout"" title=""100% Secure Checkout"" />
</div>","",""
"109","one-page-checkout.asp","one_page_checkout_billto_info","1","","","2/13/2006 12:00:00 AM","","","","","",""
"113","one-page-checkout.asp","one_page_checkout_choose_shipping","1","","","2/13/2006 12:00:00 AM","","","","","",""
"112","one-page-checkout.asp","one_page_checkout_custom_fields","1","","","2/13/2006 12:00:00 AM","","","","","",""
"114","one-page-checkout.asp","one_page_checkout_payment_info","1","","","3/16/2015 12:14:00 AM","","","45","","",""
"269","one-page-checkout.asp","one_page_checkout_payment_info_skrill","1","","","","","","","By clicking the Place Order button, you will be redirected to a new page where you can process your payment using the <b>Skrill Digital Wallet</b>. Upon successful payment processing, you will return here to complete your order.","",""
"111","one-page-checkout.asp","one_page_checkout_registration","1","","","1/22/2013 10:33:00 AM","","","12517","<strong>Password must contain at least six (6) characters.</strong>","",""
"110","one-page-checkout.asp","one_page_checkout_shipto_info","1","","","2/13/2006 12:00:00 AM","","","","","",""
"116","one-page-checkout.asp","one_page_checkout_top_of_page","1","","","3/30/2015 12:45:00 PM","","","45","<!--<br / / / / / />-->
<style>
@import url(""/v/vspfiles/templates/OransBL2/css/CheckoutEnhanced.css"");
</style>
<p class=""newsletter_privacy"">Oransi respects your privacy. We will not give, rent or sell your personal information to anyone</p>","",""
"77","OrderFinished.asp","Cash_Instructions","5","","","6/23/2003 12:00:00 AM","","","","<b>Please send your Cash to:</b><BR><BR>Company Name<BR>1234 Street<BR>Los Angeles, CA 12345, USA","",""
"56","OrderFinished.asp","CheckByMail_Instructions","5","","","8/6/2002 12:00:00 AM","","","","<b>Please send your check by mail to:</b><BR><BR>Company Name<BR>1234 Street<BR>Los Angeles, CA 12345, USA","",""
"52","OrderFinished.asp","Download","5","","","8/6/2002 12:00:00 AM","","",""," ","",""
"53","OrderFinished.asp","DownloadSoon","5","","","8/6/2002 12:00:00 AM","","","","As soon as we process your payment, we will notify you via e-mail and you will be able to download your software. Thank you for your patience.","",""
"76","OrderFinished.asp","MoneyOrder_Instructions","5","","","6/23/2003 12:00:00 AM","","","","<b>Please send your Money Order to:</b><BR><BR>Company Name<BR>1234 Street<BR>Los Angeles, CA 12345, USA","",""
"51","OrderFinished.asp","NotShipping","5","","","8/6/2002 12:00:00 AM","","","","Thanks for choosing us! We appreciate your business!","",""
"80","OrderFinished.asp","PayPal_Instructions","5","","","7/16/2003 12:00:00 AM","","","","<br><br>To <strong>pay for your order</strong>, please click the ""continue"" button now. You will <BR> be transferred to PayPal's website, our payment processing partner...","",""
"49","OrderFinished.asp","PreText","5","","","8/6/2002 12:00:00 AM","","","","Thank you for placing your order. Your order number is $(OrderNo).","",""
"54","OrderFinished.asp","PurchaseOrder_Instructions","5","","","8/6/2002 12:00:00 AM","","","","<b>Mail or Fax Purchase Order to:</b><BR><BR>Company Name<BR>1234 Street<BR>Los Angeles, CA 12345, USA<BR><BR><b>Fax:</b> 310-123-1234","",""
"50","OrderFinished.asp","Receipt","5","","","8/6/2002 12:00:00 AM","","","","We have sent you a copy of your receipt via e-mail. You may also","",""
"130","OrderFinished.asp","ROI_Javascripts","5","","","5/21/2015 10:27:00 AM","","","20664","<!-- Google Code for Sale Conversion Page -->
<script type=""text/javascript"">
<!--
var google_conversion_id = 1025645734;
var google_conversion_language = ""en"";
var google_conversion_format = ""2"";
var google_conversion_color = ""ffffff"";
var google_conversion_label = ""XmVRCLLUlwEQprmI6QM"";
var google_conversion_value = 0;
//-->
</script>
<script src=""http://www.googleadservices.com/pagead/conversion.js"" type=""text/javascript""></script>
<noscript>
<div style=""display:inline;"">
	<img style=""border-style: none;"" alt="""" src=""http://www.googleadservices.com/pagead/conversion/1025645734/?label=XmVRCLLUlwEQprmI6QM&guid=ON&script=0"" width=""1"" height=""1""/>
</div>
</noscript>
<!-- Google tracking code added 3-21-12 -->
<script type=""text/javascript"">
  var _gaq = _gaq || [];
  _gaq.push(['_setAccount', 'UA-11775383-1']);
  _gaq.push(['_trackPageview']);
  (function() {
    var ga = document.createElement('script'); ga.type = 'text/javascript'; ga.async = true;
    ga.src = ('https:' == document.location.protocol ? 'https://ssl' : 'http://www') + '.google-analytics.com/ga.js';
    var s = document.getElementsByTagName('script')[0]; s.parentNode.insertBefore(ga, s);
  })();
</script>
<!-- //<br / /> -->
<!-- AutoResponderMax Pixel Tracking -->
<img src=""https://atrsp.mx/convert/9b70e8fe62e40c570a322f1b0b659098/$(OrderNo)/$(GrandTotal)"" alt=""""/>
<!-- -->
<script type=""text/javascript"">
<!--
// Adjust the values of popup_pos_x, popup_pos_y to change the location of the popup layer on your confirmation page
popup_pos_x=50;
popup_pos_y=50;
// fill in the order number below
popup_order_number = '';
// fill in the email address below
popup_email = '';
//-->
</script>

<!-- PriceGrabber Merchant Evaluation Code -->
<!-- <script charset=""UTF-8"" src=""https://www.pricegrabber.com/rating_merchrevpopjs.php?retid=26058"" type=""text/javascript""></script>
<noscript>
<a href=""http://www.pricegrabber.com/rating_merchrev.php?retid=26058"" target=""_blank"">
<img src=""https://images.pricegrabber.com/images/mr_noprize.jpg"" alt=""Merchant Evaluation"" border=""0"" width=""272"" height=""238""/></a>
</noscript> -->
<!-- End PriceGrabber Code -->

<!-- Pricegrabber.com Conversion Code -->
<img src=""https://www.pricegrabber.com/conversion.php?retid=26058""/>
<!-- End PriceGrabber Code-->
<a href=""http://www.pricegrabber.com/rating_getreview.php/retid=26058""><img src=""http://ah.pricegrabber.com/merchant_rating_image.php?retid=26058"" alt=""PriceGrabber User Ratings for Oransi"" border=""0""/></a>
<!-- Google Code for Transaction Conversion Page -->
<script type=""text/javascript"">
/* <![CDATA[ */
var google_conversion_id = 1025645734;
var google_conversion_language = ""en"";
var google_conversion_format = ""2"";
var google_conversion_color = ""ffffff"";
var google_conversion_label = ""MUEbCMLWuQcQprmI6QM"";
var google_conversion_value = 0;
/* ]]> */
</script>
<script src=""//www.googleadservices.com/pagead/conversion.js"" type=""text/javascript""></script>
<noscript>
<div style=""display:inline;"">
	<img style=""border-style: none;"" alt="""" src=""//www.googleadservices.com/pagead/conversion/1025645734/?value=0&label=MUEbCMLWuQcQprmI6QM&…"" width=""1"" height=""1""/>
</div>
</noscript>
<!-- Bing Conversion Code -->
<script type=""text/javascript"">
 if (!window.mstag) mstag = {loadTag : function(){},time : (new Date()).getTime()};
</script>
<script id=""mstag_tops"" src=""//flex.atdmt.com/mstag/site/62d164b4-d25e-45b1-9516-2c054cf88294/mstag.js"" type=""text/javascript""></script>
<script type=""text/javascript"">
 mstag.loadTag(""analytics"", {dedup:""1"",domainId:""775877"",type:""1"",taxcost:"""",shippingcost:"""",nonadvertisingcost:"""",revenue:"""",actionid:""140251""})
</script>
<noscript>
<iframe src=""//flex.atdmt.com/mstag/tag/62d164b4-d25e-45b1-9516-2c054cf88294/analytics.html?dedup=1&domainId=775877&type=1&taxcost=&shippingcost=&nonadvertisingcost=&revenue=&actionid=140251"" style=""visibility:hidden;display:none"" scrolling=""no"" width=""1"" frameborder=""0"" height=""1"">
</iframe>
</noscript>
<!-- Nextag.com Conversion Code -->
<script type=""text/javascript"">
<!--
    /* NexTag ROI Optimizer Data */
    var id = '5335131';
    var rev = '$(GrandTotal)';
    var order = '$(OrderNo)';
//-->
</script>
<script src=""https://imgsrv.nextag.com/imagefiles/includes/roitrack.js"" type=""text/javascript""></script>

<!-- Shopping.com Conversion Code -->
<script language=""JavaScript"" type=""text/javascript"">
var merchant_id = '519112'
var order_id = '$(OrderNo)'
var order_amt = '$(GrandTotal)'
var category_id = ''
var category_name = ''
var product_id = ''
var product_name = ''
</script>
<script language=""JavaScript"" src=""https://stat.DealTime.com/ROI/ROI.js?mid=452155"" type=""text/javascript""></script>


<!-- Shopzilla Conversion Code -->
<script language=""javascript"" type=""text/javascript"">
<!--
	/* Performance Tracking Data */
	var mid            = '284157';
	var cust_type      = '';
	var order_value    = '$(GrandTotal)';
	var order_id       = '$(OrderNo)';
	var units_ordered  = '';
//-->
</script>
<script language=""javascript"" src=""https://www.shopzilla.com/css/roi_tracker.js"" type=""text/javascript""></script>

<!-- Start Bizrate POS Code --> 
<!-- <script language=""JavaScript""> 
// var passin_x =''; //comment out to default center or adjust horizontal position by pixel 
// var passin_y =''; //comment out to default center or adjust vertical position by pixel 
// var orderId=''; 
// var z_index =''; //default 1,000,000 
// var cartTotal=''; 
// var billingZipCode=''; 
// Pass up to 5 products from customer shopping cart 
var productsPurchased= 'URL=^SKU=^GTIN=^PRICE=|URL=^SKU=^GTIN=^PRICE=|URL=^SKU=^GTIN=^PRICE=|URL=^SKU=^GTIN=^PRICE=|URL=^SKU=^GTIN=^PRICE='; 
</script> 
<script type=""text/javascript"" src=""//eval.bizrate.com/js/pos_284157.js""> 
</script>  --> 
<!-- End Bizrate POS Code -->

<!-- LinkShare Tracking Pixel -->
<script type=""text/javascript"">
	var url = '//track.linksynergy.com/ep?';
	url += 'mid=' + escape('39689');
	url += '&ord=' + escape(Order[0]);
	
	var codes = '';
	var qtys = '';
	var prices = '';
	var names = '';
	
	jQuery.each(OrderDetails, function(i, ele){
	
		if(ele[2].indexOf('DSC') == 0) {
			codes = codes + '|' + escape('Discount');
			qtys = qtys + '|' + 0;
			prices = prices + '|' + new Number(ele[5] * ele[6] * 100).toFixed(0).toString();
			names = names + '|' + escape('Discount');
		}
		else{
			codes = codes + '|' + escape(ele[2]);
			qtys = qtys + '|' + ele[6];
			prices = prices + '|' + new Number(ele[5] * ele[6] * 100).toFixed(0).toString();
			names = names + '|' + escape(ele[3]);
		}
	});
	
	url += '&skulist=' + codes.substring(1,codes.length);
	url += '&qlist=' + qtys.substring(1,qtys.length);
	url += '&amtlist=' + prices.substring(1,prices.length);
	url += '&cur=USD';
	url += '&namelist=' + names.substring(1,names.length);
	
	var pixel = jQuery('<img />').attr({
		src : url
	});
	jQuery('body').append(pixel);

</script>
<!-- End of LinkShare Tracking Pixel -->

<!-- Google Code for Purchase Conversion Page -->
<script type=""text/javascript"">
/* <![CDATA[ */
var google_conversion_id = 976373384;
var google_conversion_language = ""en"";
var google_conversion_format = ""3"";
var google_conversion_color = ""ffffff"";
var google_conversion_label = ""A7ryCLPYxFcQiI3J0QM"";
var google_conversion_value = 1.00;
var google_conversion_currency = ""USD"";
var google_remarketing_only = false;
/* ]]> */
</script>
<script type=""text/javascript"" src=""//www.googleadservices.com/pagead/conversion.js"">
</script>
<noscript>
<div style=""display:inline;"">
<img height=""1"" width=""1"" style=""border-style:none;"" alt="""" src=""//www.googleadservices.com/pagead/conversion/976373384/?value=1.00&amp;currency_code=USD&amp;label=A7ryCLPYxFcQiI3J0QM&amp;guid=ON&amp;script=0""/>
</div>
</noscript>

<!-- //<br> -->
<!-- Autoresponder Max Tracking -->
<div style=""display:none;""><div id=""__atrspmx_o"">$(OrderNo)</div><div id=""__atrspmx_t"">$(GrandTotal)</div></div>
<script type=""text/javascript"">
(function(){
  var am = document.createElement('script'); am.type = 'text/javascript'; am.async = true; am.src = 'https://atrsp.mx/9b70e8fe62e40c570a322f1b0b659098/v5/roi.js';
  var s = document.getElementsByTagName('script')[0]; s.parentNode.insertBefore(am, s);
})();
</script>
<noscript><img src=""https://atrsp.mx/convert/9b70e8fe62e40c570a322f1b0b659098/$(OrderNo)/$(GrandTotal).gif"" alt="""" /></noscript>
<!-- -->","",""
"48","OrderFinished.asp","Shipping","5","","","8/6/2002 12:00:00 AM","","","","As soon as your order ships, we will notify you via e-mail. You can also track your packages, review your orders, print invoices, and more, from your ""My Account"" page at any time.","",""
"55","OrderFinished.asp","WireTransfer_Instructions","5","","","8/6/2002 12:00:00 AM","","","","<b>Please make your Wire Transfer to the following location:</b><BR><BR>Beneficiary Bank:<BR>Wells Fargo<BR>1234 Berry Ln<BR>Los Angeles, CA 12345, USA<BR><b>Phone:</b><BR>310-123-1234<BR><b>ABA #:</b><BR>01234567<BR><BR><b>Beneficiary Customer:</b><BR>Company Name<BR><b>Customer Account #:</b><BR>01234567<BR><b>SWIFT CODE</b><BR>ABC12345","",""
"78","pindex.asp","pindex_top","1","","","7/16/2003 12:00:00 AM","","","","<font size=4><b>Product Index</b></font>","",""
"98","PlaceOrder.asp","Choose_Shipping","2","","","8/17/2004 12:00:00 AM","","","","Please choose a shipping method below. You will be able to change it later if you wish.","",""
"63","PlaceOrder.asp","PlaceOrder","2","","","1/9/2003 12:00:00 AM","","","","Please review your order below. If everything looks good, click the ""Place Order"" button to submit your order. You may easily change anything on this page by clicking the associated ""change"" button.","",""
"251","ProductComparison.asp","NoItemsSelected","1","","","","","","","No products have been selected to compare. To add new products, either select a category to choose new products or perform a product search.","",""
"250","ProductComparison.asp","RemoveAllItems","1","","","","","","","All products have been removed from the Product Comparison view. To add new products, either select a category to choose new products or perform a product search.","",""
"87","Receipt.asp","PackingSlip_Bottom","5","","","8/1/2003 12:00:00 AM","","","","","",""
"86","Receipt.asp","PackingSlip_Top","5","","","8/1/2003 12:00:00 AM","","","","","",""
"59","Receipt.asp","POS_Receipt_Bottom","5","","","11/10/2002 12:00:00 AM","","","","<br><center>*****************************<br>THANK YOU FOR CHOOSING<br>YOURCOMPANYNAME.COM!<br><br>*****************************</center>","",""
"58","Receipt.asp","POS_Receipt_Top","5","","","11/10/2002 12:00:00 AM","","","","<center><strong>YOURCOMPANYNAME.COM</strong><br>12345 HILL STREET<br>LOS ANGELES, CA 90504<br>(800) 123-4567</center>","",""
"85","Receipt.asp","Receipt_Bottom","5","","","8/1/2003 12:00:00 AM","","","","","",""
"84","Receipt.asp","Receipt_Top","5","","","8/1/2003 12:00:00 AM","","","","","",""
"62","Register.asp","Register_NewCustomers","3","","","12/30/2002 12:00:00 AM","","","","Please fill in the fields below to create your account. Once you have an account, you may browse our complete online database of available products and services. ","",""
"61","Register.asp","Register_Welcome","3","","","12/30/2002 12:00:00 AM","","","","<font size=4><strong>Welcome.</strong></font><br><br>To use our website, you must first register with us below. Upon registration, you will have full access to our website. After you've registered, you may simply use our &quot;Quick Login&quot; for your return visits. Enjoy your shopping!<br><br>","",""
"3","Returns.asp","","1","How do I return an item?","Please complete each field below and someone from our customer service team will follow-up within 24 hours. <br>","11/1/2013 9:05:00 PM","","","1","<form name=""eMail"" method=""post"" action=""emailform.asp"">

<span style=""font-weight: bold;"">Note</span>:&nbsp; Refunds can only be granted on products purchased in the past 30 days and must comply with our <a title=""return policy"" href=""http://www.oransi.com/free_shipping_and_returns_s/33.htm"">return policy.</a><br><br>

Name: <input name=""Name1"" value="""" type=""text""><br>
Email: <input name=""Email2"" value="""" type=""text""><br>
Order Number: <input name=""OrderNumber"" value="""" type=""text""><br>

<br>
<br>
Which product(s) are you looking to return?<br>
Product1: <select name=""Product1"">
<option>Select Product</option>
<option>OVHT9908 - Finn Air Purifier</option>
<option>OVH80 - Max Air Purifier</option>
<option>RFT9908 - HEPA Filter for Finn</option>
<option>RFM80 - HEPA Filter Pack for Max</option>
<option>Erik Ultra Air Purifier</option>
<option>Erik Ultra Plus Air Purifier</option>
<option>Erik Multi-Carbon Air Purifier</option>
<option>Erik M17 Air Purifier</option>
<option>Erik M17 Plus Air Purifier</option>
<option>OI939 - Ionic Fridge Air Purifier</option>
</select>

Quantity: <select name=""Product1 Qty"">
<option>Select</option>
<option>1</option>
<option>2</option>
<option>3</option>
<option>4</option>
<option>5</option>
<option>6</option>
<option>7</option>
<option>8</option>
<option>9</option>
<option>10</option>
</select>
<br>
Product2: <select name=""Product2"">
<option>Select Product</option>
<option>OVHT9908 - Finn Air Purifier</option>
<option>OVH80 - Max Air Purifier</option>
<option>RFT9908 - HEPA Filter for Finn</option>
<option>RFM80 - HEPA Filter Pack for Max</option>
<option>Erik Ultra Air Purifier</option>
<option>Erik Ultra Plus Air Purifier</option>
<option>Erik Multi-Carbon Air Purifier</option>
<option>Erik M17 Air Purifier</option>
<option>Erik M17 Plus Air Purifier</option>
<option>OI939 - Ionic Fridge Air Purifier</option>
</select>

Quantity: <select name=""Product2 Qty"">
<option>Select</option>
<option>1</option>
<option>2</option>
<option>3</option>
<option>4</option>
<option>5</option>
<option>6</option>
<option>7</option>
<option>8</option>
<option>9</option>
<option>10</option>
</select>

<br>
<br>

What is wrong and what would you like us to do: <select name=""Request"">
<option>Select</option>
<option>Defective - Send Replacement</option>
<option>Defective - Send Credit (must be within 30 days of purchase)</option>
<option>Buyers Remorse - Send Credit</option>
<option>Other</option>
</select>
<br><br>Do you have the box for the returned product? <select name=""Box"">
<option>Select</option>
<option>Yes</option>
<option>No</option>
</select>
<br><br><br><br>

Enter Comments or Questions:<br> 
<textarea name=""Message Area"" rows=""4"" cols=""65""></textarea>

<br><br>Please enter the following code into the box provided:<br>$(Verification_Image)<br><input name=""Verification_Code"" type=""text"">
<input name=""submit"" value=""submit"" type=""submit"">
<input name=""email_From"" value=""cs@oransi.com"" type=""hidden"">
<input name=""email_To"" value=""cs@oransi.com"" type=""hidden"">
<input name=""email_Subject"" value=""Returns Request"" type=""hidden"">
<input name=""email_ThankYou"" value=""Thank you for submitting your request."" type=""hidden"">
<input name=""email_Redirect"" value="""" type=""hidden"">
</form>","",""
"83","SAMPLE ONLY","Sample_EmailForm","7","Sample Email Form","","8/1/2003 12:00:00 AM","","","","<form name=""eMail"" method=""post"" action=""emailform.asp"">

<BR>
<BR>

Sample Text Field1: <input type=""text"" name=""Sample Text Field1"" value=""""><BR>
Sample Text Field2: <input type=""text"" name=""Sample Text Field2"" value=""""><BR>
Sample Text Field3: <input type=""text"" name=""R.Sample Text Field3"" value=""""><BR>

<BR>
<BR>

Sample DropDown1: <select name=""Sample DropDown1"">
<option>Choice 1</option>
<option>Choice 2</option>
<option>Choice 3</option>
</select>

<BR>
<BR>

Sample Text Area: <textarea name=""Sample Text Area"" rows=""8"" cols=""65""></textarea>

<BR>
<BR>

<input type=""submit"" name=""submit"" value=""submit"">
<input type=""hidden"" name=""email_From"" value=""anything@yourcompany.com"">
<input type=""hidden"" name=""email_To"" value=""anything@yourcompany.com"">
<input type=""hidden"" name=""email_Subject"" value=""Contact Form Submission"">
<input type=""hidden"" name=""email_ThankYou"" value=""Thank you for submitting your request."">
<input type=""hidden"" name=""email_Redirect"" value="""">
<br /><br />Please enter the following code into the box provided:<br />$(Verification_Image)<br /><input type=""text"" name=""Verification_Code"" /></form>
","",""
"60","SearchResults.asp","NoSearchResults","2","","","11/10/2002 12:00:00 AM","","","","","",""
"117","shoppingcart.asp","above_proceed_to_checkout","1","","","4/14/2015 7:56:00 AM","","","12811","<img src=""/v/princeton/reset-cache.gif.asp"" />","",""
"64","ShoppingCart.asp","Above_ShoppingCart","2","","","4/6/2015 7:36:00 AM","","","6","<!--//<br>-->
<div id=""cart_continueshop"">
	<a href=""#"" onclick=""continueShopping();"" title=""Continue Shopping""><img border=""0"" src=""/v/vspfiles/templates/OransBL2/images/buttons/btn_continueshopping.gif"" alt=""Continue Shopping"" /></a>
</div>
<div id=""cart_secure"">
	<img src=""/v/vspfiles/templates/OransBL2/images/template/cart-secure.jpg"" alt=""100% Secure Shopping"" title=""100% Secure Shopping""/>
</div>
<link href=""/v/vspfiles/templates/OransBL2/css/ViewCart.css"" rel=""stylesheet"" type=""text/css"" />","",""
"101","ShoppingCart.asp","Below_ShoppingCart","2","","","4/29/2015 9:43:00 AM","","","12811","<!--//<br>-->
<div id=""cart-socialmedia""><a href=""javascript:void(0);"" title=""Volusion Secure Site"" onclick=""window.open('https://www.volusion.com/ssl.asp?url=www.oransi.com', 'VolusionSSL', 'top=10,left=10,menubar=0,resizable=0,scrollbars=0,width=467,height=467')"" id=""footer_volusion""><img src=""/v/vspfiles/templates/OransBL2/images/template/cart-volusion.png"" alt=""Volusion Secure Site"" /></a><a id=""footer-bbb"" href=""http://www.bbb.org/central-texas/business-reviews/air-purifying-and-cleaning-systems-and-equipment/oransi-in-austin-tx-90118205#sealclick"" title=""Click for the Business Review of Oransi LLC, an Air Purifying &amp; Cleaning Systems &amp; Equipment in Austin TX"" target=""_blank""><img alt=""Click for the BBB Business Review of this Air Purifying &amp; Cleaning Systems &amp; Equipment in Austin TX"" style=""border: 0;"" src=""/v/vspfiles/templates/OransBL2/images/template/cart-bbb.png"" /></a><img src=""/v/vspfiles/templates/OransBL2/images/template/cart-creditcards.png"" title=""Payment Methods: Visa, MasterCard, Discover, American Express"" alt=""Payment Methods: Visa, MasterCard, Discover, American Express"" id=""footer_ccards"" /><a href=""https://www.paypal.com/us/cgi-bin/webscr?cmd=xpt/cps/popup/OLCWhatIsPayPal-outside"" title=""PayPal"" rel=""nofollow"" onclick=""window.open(this.href,'olcwhatispaypal','toolbar=no, location=no, directories=no, status=no, menubar=no, scrollbars=yes, resizable=yes, width=400, height=350'); return false;"" id=""footer_paypal""><img src=""/v/vspfiles/templates/OransBL2/images/template/cart-paypal.png"" alt=""PayPal"" /></a></div>

<script src=""/v/vspfiles/templates/OransBL2/js/custom_cart_checkout.js"" type=""text/javascript""></script>
<div class=""cart_benefits_wrapper"">
	<ul class=""cart_benefits"">
		<li class=""cart_benefits_first"">
			<strong>Most Orders Ship the Same Day</strong>
			<p>We ship most orders the same day. Erik air purifiers ship within 1 -2 business days.</p>
		</li>
		<li class=""cart_benefits_second"">
			<strong>Free Shipping on all Orders</strong>
			<p>Everyone likes free shipping.  Yeah for free shipping!
		</li>
		<li class=""cart_benefits_last"">
			<strong>Your Privacy Matters</strong>
			<p>We will never share your email or personal information.  Ever.</p>
		</li>
	</ul>
</div>

<!-- //<br> -->
<!-- Autoresponder Max Tracking -->
<script type=""text/javascript"">
(function(){
  var am = document.createElement('script'); am.type = 'text/javascript'; am.async = true; am.src = 'https://atrsp.mx/9b70e8fe62e40c570a322f1b0b659098/v5/cart.js';
  var s = document.getElementsByTagName('script')[0]; s.parentNode.insertBefore(am, s);
})();
</script>
<!-- -->","",""
"120","shoppingcart.asp","proceed_to_checkout_new_cust_text","1","","","1/11/2013 8:27:00 AM","","","12517","<span class=""cart_loginform_txt""></span>","",""
"118","shoppingcart.asp","proceed_to_checkout_new_cust_title","1","","","4/14/2015 10:05:00 AM","","","12811","<div>Click Proceed to Checkout to complete your order now. On the next page, you'll be able to create a personal account or checkout anonymously.</div>","",""
"119","shoppingcart.asp","proceed_to_checkout_reg_cust_title","1","","","7/6/2012 10:35:00 AM","","","8","<span class=""cart_loginform_txt"">Sign In for Faster Checkout</span>","",""
"249","SocialStore.asp","ClosedMessage","1","","","","","","","Our store is currently closed. Please check back soon!","",""
"248","SocialStore.asp","WelcomeText","1","","","","","","","","",""
